Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping
Incident,2022,June,Western Asia (P),Europe,Unknown,1,0,1,0,0,0,0,Mixed or unknown,Türkiye-Europe land route,"A lake near Pylaia, Evros, Greece",Hellenic Police via IOM Greece,"40.92887946, 26.1171",Southern Europe
Incident,2022,July,Central America,North America,Guatemala,1,0,1,3,0,0,0,Drowning,US-Mexico border crossing,"Near the mouth of Los Olmos Creek, Rio Grande City, Starr County, Texas, USA",US Border Patrol,"26.35701519, -98.797366",Northern America
Incident,2022,July,Central America,North America,Mexico,1,0,1,0,0,0,1,Sickness / lack of access to adequate healthcare,US-Mexico border crossing,"University Medical Center in El Paso, El Paso County, Texas, USA - after being found approximately 16 miles northeast of the Columbus Port of Entry on 22 July",US Border Patrol,"31.77261948, -106.434413",Northern America
Incident,2022,June,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Unspecified location close to Sanderson, Terrell County, Texas, USA",US Border Patrol,"30.05227314, -102.427318",Northern America
Incident,2022,February,Northern Africa,Northern Africa,Sudan,2,0,2,3,0,2,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Near Kufra District, Libya",IOM Libya Displacement Tracking Matrix,"25, 21.915806",Northern Africa
Incident,2022,March,Northern Africa,Northern Africa,Egypt,1,0,1,0,1,0,0,Accidental death,,"Musaid, Kufra, Libya",IOM Libya Displacement Tracking Matrix,"31.577463, 25.067267",Northern Africa
Incident,2022,March,Sub-Saharan Africa (P),Northern Africa,Unknown,1,0,1,0,0,1,0,Violence,Sahara Desert crossing,"Sebhā, Libya",IOM Libya Displacement Tracking Matrix,"27.051286, 14.433904",Northern Africa
Incident,2022,August,Unknown,Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Central Mediterranean,"Remains washed ashore at Ein El Ghazala 60KM West Tobruk, Libya",LRC via IOM Libya,"32.14606003, 23.35711",Uncategorized
Incident,2022,August,Western Africa,Western Africa,Mali,2,0,2,116,0,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa / Atlantic route to the Canary Islands,"Off the coast of Nouadhibou, Mauritania",IOM Senegal; Alakhbar News,"21.004474, -17.867532",Uncategorized
Incident,2022,August,Caribbean (P),North America,Unknown,2,5,7,8,0,0,0,Drowning,Caribbean to US,"14 miles South of Sugarloaf Key, Monroe County, Florida, United States of America",US Coast Guard,"24.407137, -81.513867",Northern America
Incident,2022,August,Unknown,Europe,Unknown,3,0,3,12,0,0,0,Vehicle accident / death linked to hazardous transport,,"122 km South of Budapest-- Bocșa, Hungary",Xinhua; Observador,"46.609731, 19.466796",Eastern Europe
Incident,2022,August,Sub-Saharan Africa (P),Mediterranean,Unknown,6,8,14,6,0,0,0,Drowning,Western Mediterranean,"Capsized near ""The Great Rock/Baynam"", El Hammamet (West of Algiers), Algeria","Ennahara, AFP, IOM Algeria, AFP","36.815066, 2.959939",Northern Africa
Incident,2022,August,Sub-Saharan Africa (P),Mediterranean,Unknown,2,0,2,0,0,0,0,Drowning,Central Mediterranean,"Remains washed ashore 4KM East of Sabratah disembarkation point, Sabratah, Libya",IOM Libya,"32.80102709, 12.5219",Uncategorized
Split Incident,2022,August,Eastern Africa,Mediterranean,"Somalia,Yemen",3,0,3,8,1,1,0,Drowning,Eastern Mediterranean,"In the coast off of Karaada, Izmir, Türkiye","Turkish Coast Guard, IOM Turkey, Anadolu Agency","36.963239, 27.451066",Uncategorized
Incident,2022,August,South-eastern Asia,South-eastern Asia,Indonesia,1,0,1,35,0,1,0,Drowning,,Waters off the coast of Selangor; location of capsize yet to be determined.,"Malay Mail; Malaymail, Free Malaysia Today, MalaysiaGazette","3.228199546, 100.7268416",South-eastern Asia
Incident,2022,July,Unknown,Europe,Unknown,1,0,1,3,0,1,0,Vehicle accident / death linked to hazardous transport,,"On the Aristinou – Anthia provincial road, close to Alexandroupoli, Greece","Helenic Police via IOM Greece, ekathimerini","40.86274717, 25.89885",Southern Europe
Incident,2022,July,Unknown,Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Eastern Mediterranean,"Remains washed ashore at Lampi costal area, Kos, Greece - after attempting to swim from Turkish coast bound for Kos. ",in.gr; Hellenic Coast Guard vi IOM Greece,"36.89909801, 27.21936",Uncategorized
Split Incident,2022,August,South America,Central America,"Colombia,Venezuela (Bolivarian Republic of)",3,0,3,0,0,2,1,Drowning,Darien,"Armila river,  Armila, Guna Yala, Panama.","SENAFRONT, Associated Press","8.663374221, -77.451779",Central America
Incident,2022,August,Western / Southern Asia (P),Mediterranean,Mixed,,31,31,29,0,0,0,Drowning,Eastern Mediterranean,"Southeast of the island of Karpathos; a boat containing up to 80 migrants sank during the night. The 29 men rescued were from Afghanistan, Iraq, and Iran. Boat set sail from the Antalya area on the southern Turkish Coast and was heading to Italy. ","AP News, Hellenic Coast Guard, AFP Tweet","35.037054, 28.611105",Southern Europe
Incident,2022,August,Northern Africa,Mediterranean,Tunisia,8,2,10,20,3,0,4,Drowning,Central Mediterranean,"Off the coast of Kraten, island of Kerkennah, Sfax, Tunisia","IOM Tunisia, Alarm Phone, TRTWorld, Mosaique FM, Annahar News","34.891053, 11.328407",Uncategorized
Incident,2022,August,Sub-Saharan Africa (P),Northern Africa,Unknown,1,0,1,62,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa / Atlantic route to the Canary Islands,"On board of a boat off the coast on the Western Africa Route to the Canaries - disembarkation at Arguinegui, Gran Canaria Spain","112 Canarias, Dakhla Mobachir","27.658348, -15.78874",Uncategorized
Incident,2022,August,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Accidental death,,"On the train tracks, Santa Rosa neighborhood, Coatzacoalcos, Veracruz, Mexico","La Silla Rota,Imagendelgolfo, E-Cosulta Vercruz","18.126332, -94.478006",Central America
Incident,2022,August,Western / Southern Asia,Mediterranean,Syrian Arab Republic,1,0,1,38,0,0,1,Sickness / lack of access to adequate healthcare,Eastern Mediterranean,"Unnamed Greek islet on the Evros River near Lavara, Greece, Between Greece and Turkey","Al Jazeera, Middle East Eye, Alarm Phone, Spiegel Ausland, BBC, Yahoo! News, Tweet from Notis Mitarachi Greek Minister of Migration and Asylum","41.252481, 26.397364",Southern Europe
Incident,2022,August,Central America,North America,Mexico,1,0,1,0,0,1,0,Accidental death,US-Mexico border crossing,"Primary International Border Barrier near the San Ysidro, San Diego, Calif., Port of Entry",US Customs and Border Patrol,"32.54328, -117.03215",Northern America
Incident,2022,August,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Drowning,US-Mexico border crossing,"Rio Grande, South of Eagle Pass, Maverick County, TX, US",Zocalo,"28.647245, -100.474086",Northern America
Incident,2022,August,Latin America / Caribbean (P),North America,Mexico,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Saner Ranch, outside of Eagle Pass, Maverick County, TX US",Zocalo,"28.973874, -100.247687",Northern America
Incident,2022,August,Unknown,Europe,Unknown,3,0,3,0,0,3,0,Accidental death,,"On the train tracks, near the town of Drama, Greece. Travelling from Drama to Thessaloniki. ","Drama Police via IOM Greece, Ekathimerini","41.134038, 24.137908",Southern Europe
Incident,2022,July,Eastern Africa,Eastern Africa,Ethiopia,1,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Horn of Africa to Yemen crossing,"Hospital in Bosaso, Somalia",IOM Somalia,"11.2910791, 49.185927",Eastern Africa
Incident,2022,August,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"On Ribereña Road, Nueva Ciudad Guerrero, Tamaulipas, Mexico",El Cinco,"26.57204102, -99.213981",Central America
Incident,2022,July,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,,"By the railway at Loma Bonita, Oaxaca, Mexico",Imparcial Oaxaca,"18.09090758, -95.889095",Central America
Incident,2022,July,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Bravo, Morelos, 2km south of International Brigde II, Piedras Negras, Coahuila, Mexico","Super Channel 12, Rancherita","28.68121322, -100.507924",Central America
Incident,2022,August,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"By Highway 57, Maverick County, Texas, USA",Super Channel 12,"28.81838863, -100.357817",Northern America
Incident,2022,August,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Close to El Indio, Maverick County, Texas, USA",Super Channel 12,"28.50939843, -100.319545",Northern America
Incident,2022,August,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Unspecified location in Maverick County, Texas, USA",FOX News,"28.78822555, -100.442965",Northern America
Incident,2022,July,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,0,0,Drowning,US-Mexico border crossing,"Rio Bravo, Piedras Negras, Coahuila, Mexico","Zocalo, Rancherita","28.68121322, -100.507924",Central America
Incident,2022,July,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,0,0,Drowning,US-Mexico border crossing,"Rio Bravo, Piedras Negras, Coahuila, Mexico","Zocalo, Rancherita","28.68121322, -100.507924",Central America
Incident,2022,August,South America,North America,Ecuador,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Unspecified location in the Sonoran Desert, New Mexico, USA - after going missing on 11 June","1800 Migrante, Heraldo USA","32.07855999, -106.961264",Northern America
Incident,2022,July,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,,"By the railway close to Abasolo Station, Guanajuato, Mexico",Periodico Correo,"20.45465183, -101.542271",Central America
Incident,2022,June,Central America,Central America,Honduras,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Unspecified location in a desertic area in Mexico,Tiempo,"31.26566601, -106.307982",Central America
Incident,2022,August,Central America,North America,Honduras,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Unspecified desertic area around San Antonio, Texas, USA",Tiempo,"29.39387934, -98.854696",Northern America
Incident,2022,August,Latin America / Caribbean (P),North America,Unknown,1,0,1,5,0,0,0,Accidental death,US-Mexico border crossing,"On Interstate 10 westbound at milepost 211, near Eloy, Pinal County, Arizona, USA","abc15, AZcentral","32.68750651, -111.441183",Northern America
Incident,2022,August,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,0,0,Drowning,US-Mexico border crossing,"Rio Bravo, Presidentes, Piedras Negras, Coahuila, Mexico",Rancherita,"28.68121322, -100.507924",Central America
Incident,2022,August,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,0,0,Drowning,US-Mexico border crossing,"Rio Bravo, ejido Santo Domingo, Nava Municipality (close to Piedras Negras), Coahuila, Mexico ","Rancherita, Zocalo","28.60553626, -100.452287",Central America
Incident,2022,June,Central America,North America,Mexico,2,0,2,0,0,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Unspecified location in the desert, Yuma, Yuma County, Arizona, United States of America","El Universal, Aristegui Noticias, El Heraldo de Mexico, Noticias Telemundo","32.35217948, -113.84158",Northern America
Incident,2022,August,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,,"El Espino, San Lucas municipality, Nicaragua",Radio ABC stereo,"13.44656446, -86.724626",Central America
Incident,2022,August,Central America,Central America,Guatemala,1,0,1,20,0,1,0,Vehicle accident / death linked to hazardous transport,,"Adolfo López Mateos, Mezcalapa, Chiapas, Mexico","La Jornada, Central de Noticias, Telenoticias de Peten","16.55973556, -92.807452",Central America
Incident,2022,August,Southern Asia,Europe,Bangladesh,1,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Western Balkans,Unspecified location in mountains between Albania and Montenegro,Infomigrants,"42.48434079, 19.9191792",Southern Europe
Incident,2022,August,Northern Africa,Northern Africa,Sudan,15,2,17,9,0,15,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"In the Sahara Desert at the Sudan-Libya border near Jebel Uweinat, after departure from North Darfur state","Libya DCIM Al Kufra, IOM Libya, IOM Sudan, Middle East Monitor, Associated Press, Nan News","21.8948434, 24.9516869",Northern Africa
Split Incident,2022,August,South America,Central America,"Colombia,Mixed,Venezuela (Bolivarian Republic of)",2,1,3,0,0,0,1,Drowning,Darien,"Armila River, Comarca Guna Yala, Panama","Servicio Nacional de Migración Panamá, Efecto Cucuyo","8.676181916, -77.53114404",Central America
Split Incident,2022,August,Western Asia,Europe,"Egypt,Syrian Arab Republic,Türkiye",3,0,3,17,1,2,0,Vehicle accident / death linked to hazardous transport,,"Just after border crossing in Kittsee, Burgenland, Austria at border with Slovakia","AP, Spiegel, Kurier","48.07163147, 17.07044753",Western Europe
Split Incident,2022,August,South America,Central America,"Cuba,Ecuador,Mixed,Venezuela (Bolivarian Republic of)",8,0,8,10,6,1,3,Vehicle accident / death linked to hazardous transport,,"Federal highway Azumbilla-El Seco, Chiapas, Mexico near El Coyote gas station in Cañada Morelos","Bruno Rodriguez (Cuban government representative) via Twitter, El Sol de Puebla, Noticias Venezuela, 24 Horas Puebla, La Prensa MX, El Mañana, Proceso","18.72890154, -97.41230487",Central America
Incident,2022,August,Southern Asia,Europe,Afghanistan,1,0,1,0,0,1,0,Violence,Türkiye-Europe land route,"In Greece after crossing border near Saçlımüsellim, Türkiye",IOM Türkiye,"41.42060345, 26.62788904",Southern Europe
Incident,2022,July,Western Asia,Europe,Syrian Arab Republic,3,0,3,0,0,0,0,Mixed or unknown,Türkiye-Europe land route,"Unspecified location in forest of Greece, shortly after crossing border from Türkiye",IOM Türkiye,"41.34207264, 26.53068797",Southern Europe
Incident,2022,August,Western Asia,Europe,Syrian Arab Republic,1,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Türkiye-Europe land route,"Unspecified location in forest of Greece, shortly after crossing border from Türkiye",IOM Türkiye,"41.31532459, 26.46665828",Southern Europe
Incident,2022,August,Western Asia,Europe,Syrian Arab Republic,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Türkiye-Europe land route,Unspecified location in 'prison-like place' in Greece near Türkiye border crossing Serem,IOM Türkiye,"41.32067508, 26.46871821",Southern Europe
Incident,2022,August,Western Asia,Europe,Syrian Arab Republic,1,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Türkiye-Europe land route,Unspecified location in 'prison-like place' in Greece near Türkiye border crossing Serem; death occurred just prior to forced expulsion of group of migrants he travelled with,"IOM Türkiye, Milliyet","41.32067508, 26.46871821",Southern Europe
Incident,2022,August,Northern Africa,Northern Africa,Morocco,3,0,3,45,0,3,0,Drowning,Western Africa / Atlantic route to the Canary Islands,"7 km east of Gran Tarajal, Fuerteventura, Canary Islands, Spain","AFP, La Hora Digital, Canarias 7, verified by field staff in the Canaries in touch with Spanish authorities","28.14759721, -14.01233473",Uncategorized
Incident,2022,August,Latin America / Caribbean (P),North America,Guatemala,1,0,1,7,0,1,0,Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,"Nemexo Drain ditch near intersection of Artcraft Rd. and Upper Valley Rd., El Paso, El Paso County, Texas, USA, 5:30 am","El Paso Fire Department, El Paso Times, Telemundo40, ABC 27","31.87820636, -106.6104682",Northern America
Incident,2022,August,Central America,North America,Honduras,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Bravo near Ritchie Road, Eagle Pass, Maverick County, Texas, USA","Zocalo, Super Channel 12","28.74158781, -100.5115921",Northern America
Incident,2022,August,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Bravo, 300 m south of railroad bridge in Morelos, Piedras Negras, Coahuila, Mexico",Zocalo,"28.69367268, -100.5105726",Central America
Incident,2022,August,South-eastern Asia,South-eastern Asia,Myanmar,3,0,3,30,0,0,0,Vehicle accident / death linked to hazardous transport,,"Asian Highway 41 in tambon Na Mor Boon of Chulabhorn district, Nakhon Si Thammarat, Thailand about 11am. 33 migrants paid the driver to take them into Thailand and then Malaysia to work. ","Prensa Latina, Bangkok Post, Thai PBS World","8.058172148, 99.89279446",South-eastern Asia
Incident,2022,May,Northern Africa,Mediterranean,Morocco,1,0,1,0,0,1,0,Drowning,Western Mediterranean,"Remains washed ashore at the main port in Melilla, Spain - after attempting the crossing and going missing on 17 May","El Faro de Melilla, Caminando Fronteras","35.2871277, -2.922036",Uncategorized
Incident,2022,May,Northern Africa,Mediterranean,Morocco,,3,3,0,0,3,0,Drowning,Western Mediterranean,"Unspecified location in the Alboran Sea, departure from Saïda beach, Morocco ","Caminando Fronteras, Heroes del Mar","35.35665555, -2.366098",Uncategorized
Incident,2022,August,Western Asia,Europe,Syrian Arab Republic,1,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Western Balkans,"Hospital in Vranje, Serbia after being transferred by ambulance from the transit-reception center in Presevo, Serbia",IOM Serbia,"42.55166211, 21.900739",Southern Europe
Incident,2022,August,Central America,North America,Guatemala,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Bravo River near Los Ebanos, Hidalgo County, Texas, United States of America ",US Border Patrol,"26.24623802, -98.559408",Northern America
Incident,2022,July,Central America,North America,Honduras,,1,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Undetermined location South of Marana in the Arizona Desert, Pima County, Arizona, United States of America",Univision Arizona,"32.41202369, -111.25281",Northern America
Incident,2022,July,Central America,North America,Mexico,1,0,1,1,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Unspecified location in the Tuscon, Arizona desert, Pima County, Arizona, United States of America ","Diario Presente, NVI Noticias, Pima County Office of the Medical Examiner","32.284117, -111.522637",Northern America
Incident,2022,August,South America,Central America,Venezuela (Bolivarian Republic of),1,0,1,2,0,1,0,Drowning,US-Mexico border crossing,"Unspecified location in the Piedras Negras sector of the Rio Grande, Morelos, Coahuila de Zaragoza, Mexico","El Nacional, El Estimulo, El Nacional de Venezuela,Las Noticias de Barinas","28.743156, -100.515328",Central America
Incident,2022,July,Central America,North America,Mexico,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Unspecified location in the desert, San Pasqual Valley Unified, Imperial County, CA, United States of America ","NVI Noticias, Aristegui Noticias","33.04307, -114.810549",Northern America
Incident,2022,May,Central America,North America,Mexico,,1,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Unspecified location in a warehouse in McAllen, Hidalgo County, Texas, USA",La Marea,"26.144776, -98.290059",Northern America
Incident,2022,August,South America (P),Central America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,,"A few meters from the Parque Industrial Buena Opción, next to the train tracks, the border of Villagrán, Guanajuato and Celaya, Guanajuato, Mexico",Noventa Grados,"20.515906, -100.902326",Central America
Incident,2022,August,South America (P),Central America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Piedras Negras, Coahuila, Mexico, located in the Rio Grande in the Morelos neighborhood",Super Channel 12,"28.680686, -100.507151",Central America
Incident,2022,August,South America (P),North America,Unknown,3,0,3,0,0,3,0,Drowning,US-Mexico border crossing,"Rio Grande, South of Eagle Pass Port of Entry, Maverick County, Texas, United States of America ",US Border Patrol,"28.70175, -100.510731",Northern America
Incident,2022,August,Central Asia,Europe,Kyrgyzstan,14,0,14,3,0,0,0,Vehicle accident / death linked to hazardous transport,,"M5-Ural highway between the r.p. Novospasskoe and r.p. Nikolayevka, Ulyanovsk Region, Russian Federation","Investigative Committee of the Russian Federation for the Ulyanovsk Region, Radio Free Europe, Administration of the President of the Kyrgyz Republic facebook","53.129278, 47.413722",Eastern Europe
Incident,2022,August,Caribbean (P),Caribbean,Haiti,2,0,2,16,1,1,0,Drowning,Caribbean to US,"Waters East of Haulover Bay, St. John, St. Thomas, US Virgin Islands, United States of America - around 4:00 a.m. ","St. Thomas Source, The Virgin Islands Consortium ","18.335399, -64.693659",Caribbean
Incident,2022,August,Northern Africa (P),Mediterranean,Morocco,1,0,1,0,0,1,0,Drowning,Western Mediterranean,"Near the commercial pier of Melilla port, Melilla, Spain","InfoMigrants, AMDH Nador twitter","35.292794, -2.908437",Uncategorized
Incident,2022,August,Northern Africa (P),Mediterranean,Unknown,1,0,1,0,0,1,0,Mixed or unknown,Western Mediterranean,"A valley behind the military barracks near the border, Melilla, Spain","InfoMigrants, AMDH Nador twitter","35.319468, -2.952635",Uncategorized
Split Incident,2022,August,Northern Africa,Northern Africa,"Mixed/Unknown,Morocco",7,11,18,38,0,4,0,Drowning,Western Africa / Atlantic route to the Canary Islands,"Off the coast of Lamsid, 60 km off the coast of Boujdour, Western Sahara","Hiba Press, Yabiladi, Dakhla News, Hespress","26.54432227, -13.841435",Uncategorized
Incident,2022,August,Central America (P),North America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Unspecified loction on the Rio Grande in the Maverick County region. Eagle Pass, Maverick County, Texas, United States of America",Super Channel 12,"28.673803, -100.504031",Northern America
Incident,2022,August,Central America,Central America,Guatemala,1,0,1,0,1,0,1,Drowning,US-Mexico border crossing,"Rio Grande, in the Northern part of Ciudad Juárez, Chihuahua, Mexico, around 2:00 p.m. Downstream east of the giant, red The X monument in Juárez, Mexico","Yahoo!Noticias, Telemundo 51, El Paso Times,  INM, Border Report, TRT en Español, Pulso","31.756235, -106.437599",Central America
Incident,2022,August,Central America,North America,Nicaragua,2,0,2,2,0,2,1,Drowning,US-Mexico border crossing,"Rio Grande, near the Internation Bridge II, Eagle Pass, Maverick County, Texas, United States of America","News 4 San Antonio, New York Post, Debate Mx, 100 Noticias, Texas Nicaraguan Community fb page","28.696799, -100.510212",Northern America
Incident,2022,August,Sub-Saharan Africa (P),Mediterranean,Unknown,5,0,5,0,1,4,1,Drowning,Central Mediterranean,"Al-Baghdadi beach, Mahdia governorate, Tunisia",Al Yaum,"35.55654, 11.148574",Uncategorized
Incident,2022,August,Sub-Saharan Africa (P),Mediterranean,Unknown,3,0,3,0,0,0,0,Drowning,Central Mediterranean,"Remains retreived near El Ketef port, Ben Gardane, Tunisia","Ansa Med, Tap News Agency, InfoMigrants, Al Chourouk","33.17869494, 11.490224",Uncategorized
Incident,2022,August,Western Africa,Northern Africa,Niger,6,0,6,1,2,0,4,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Two kilometers from the Algerian border, near Tozeur, Tunisia","English Al Arabiya, Majalat","33.938211, 7.590109",Northern Africa
Incident,2022,August,Central America,Central America,Guatemala,1,0,1,346,0,1,0,Accidental death,,"Ravine near San Mateo Mendizabal, Amozoc de Mota, Puebla, Mexico","Intolerancia Diario, Cinco Radio, Tele Diario, Diario Cambio, Tn23 Tv, Cambio","19.040736, -98.077905",Central America
Incident,2022,August,South America,Central America,Venezuela (Bolivarian Republic of),1,0,1,0,0,1,0,Accidental death,,"Llano Barroso, Barrio de la Soledad, Oaxaca, Mexico - at 1:00 pm","Imparcial Oaxaca, Ultimas Noticias, Efeto Cocuyo","16.787201, -95.066867",Central America
Incident,2022,August,Western Africa,Northern Africa,Côte d'Ivoire,1,0,1,0,0,1,1,Mixed or unknown,Western Africa / Atlantic route to the Canary Islands,"Hospital Materno Infantil de Gran Canaria, Spain",Spanish authorities to IOM Spain ,"28.120422, -15.444404",Uncategorized
Incident,2022,August,Southern Asia,Western Asia,Afghanistan,,1,1,0,0,1,1,Drowning,Türkiye-Europe land route,"The Evros river near Alibey, Soufli, Türkiye",IOM Edirne Türkiye,"41.251403, 26.364833",Western Asia
Incident,2022,August,Western / Southern Asia,Europe,Syrian Arab Republic,2,0,2,0,0,0,0,Mixed or unknown,Türkiye-Europe land route,"Bulgarian side of the border near Topçular, Kofçaz, Türkiye",IOM Edirne Türkiye,"42.06719, 27.160306",Eastern Europe
Incident,2022,August,Western / Southern Asia,Europe,Syrian Arab Republic,1,0,1,0,0,1,0,Drowning,Türkiye-Europe land route,"Greek side of the border, Evros River, near Rahmanca, Meriç, Türkiye",IOM Edirne Türkiye,"41.288319, 26.464278",Western Asia
Incident,2022,August,Western / Southern Asia,Europe,Syrian Arab Republic,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Türkiye-Europe land route,"Unspecified location in the woods in Greece, not near the Turkish border",IOM Edirne Türkiye,"41.13261, 25.969797",Southern Europe
Incident,2022,August,Western / Southern Asia,Western Asia,Syrian Arab Republic,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Türkiye-Europe land route,"Unspecified location between the Evros River and Adasarhanlı, Meriç, Türkiye",IOM Edirne Türkiye,"41.08284, 26.312146",Western Asia
Incident,2022,August,Northern Africa,Mediterranean,Tunisia,,7,7,2,1,0,1,Drowning,Central Mediterranean,"43 miles off the coast of Monastir, Tunisia","Guarde Nationale Spokesperson, Raial Youm, Al Arabiya, Al Jazeera","36.20234, 11.532884",Uncategorized
Incident,2022,August,Northern Africa,North America,Unknown,1,0,1,6,0,1,0,Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,"6100 Upper Valley Road, El Paso, Texas 79932, United States of America",Telemundo 40 McAllen,"31.87612169, -106.610471",Northern America
Incident,2022,August,Caribbean,Central America,Cuba,1,0,1,0,1,0,0,Vehicle accident / death linked to hazardous transport,,"At kilometer 300 of the Cordoba-Veracruz highway, in a place known as Rancho Trejo, Veracruz, Mexico","Vanguardia de Veracruz,El Mundo","18.78552323, -96.514013",Central America
Incident,2022,August,Central America,Central America,Nicaragua,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Unspecified location in the Rio Bravo, Piedras Negras, Coahuila, Mexico","La Prensa Nicaragua, Vos TV Nicaragua","28.69439313, -100.510954",Central America
Incident,2022,August,Central America (P),Central America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Bravo near La Nogalera, Piedras Negras, Coahuila, Mexico",Zócalo,"28.67598887, -100.505877",Central America
Incident,2022,August,South America,South America,Venezuela (Bolivarian Republic of),1,0,1,0,0,1,0,Violence,,"Las Acacias, Cúcuta-Puerto Santander, Cúcuta, Norte de Santander, Colombia",Reporte Confidencial Venezuela,"28.615181, -72.484262",South America
Incident,2022,August,Central America,Central America,Honduras,1,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"La Paloma ranch, Eagle Pass, Maverick County, Texas, United States",Superchannel 12,"8.071712737, -100.403907",Northern America
Incident,2022,August,Central America,North America,Nicaragua,1,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Regional Medical Center in Yuma, Yuma County, Arizona","Nicaragua Actual, Texas Nicaraguan Community fb page, Articulo 55","32.682189, -114.63571",Northern America
Incident,2022,August,Central America,Central America,Nicaragua,,5,5,0,3,2,3,Mixed or unknown,,"Unspecified location in the state of Veracruz, Mexico","Texas Nicaraguan Community fb page, Nicaragua Actual","18.432935, -95.508878",Central America
